website,contact_url,niche,city,opportunity_score,website_score,mobile_score,speed_score,seo_score,website_roast,revenue_loss,status,business_name,phone
http://getbodylase.com/?y_source=1_MjA2Mjc2MzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,http://getbodylase.com/?y_source=1_MjA2Mjc2MzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D/contact,Medical Aesthetics,"Raleigh, North Carolina",20,20,100,65,80,,1000,New,BodyLase Raleigh,(919) 954-2288
http://www.lamielaesthetics.com/?utm_source=GBP,http://www.lamielaesthetics.com/?utm_source=GBP/contact,Medical Aesthetics,"Raleigh, North Carolina",20,20,100,71,60,,1000,New,La Miel Aesthetics,(919) 887-8666
https://btyco.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://btyco.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Medical Aesthetics,"Raleigh, North Carolina",0,0,100,71,100,,1000,New,BeautyCo,(984) 222-0026
http://askamelia.com/,http://askamelia.com/about,Medical Aesthetics,"Raleigh, North Carolina",20,20,100,78,80,,1000,New,Amelia Aesthetics,(919) 785-1220
https://www.newlifeaesthetics.com/?utm_source=GBP&utm_medium=organic&utm_campaign=GoogleBusinessProfile&utm_content=newlifeaesthetics,https://www.newlifeaesthetics.com/?utm_source=GBP&utm_medium=organic&utm_campaign=GoogleBusinessProfile&utm_content=newlifeaesthetics/contact,Medical Aesthetics,"Raleigh, North Carolina",0,0,100,77,100,,1000,New,New Life Aesthetics,(919) 521-8282
https://www.jpmedspa.com/,https://www.jpmedspa.com/contact,Medical Aesthetics,"Raleigh, North Carolina",0,0,100,85,100,,1000,New,JP MED SPA,(919) 426-8031
https://www.glodevie.com/,https://www.glodevie.com/about,Medical Aesthetics,"Raleigh, North Carolina",0,0,100,70,100,,1000,New,Glo de Vie Med Spa,(919) 510-5919
http://hellobeautifulraleigh.com/,http://hellobeautifulraleigh.com/contact,Medical Aesthetics,"Raleigh, North Carolina",20,20,100,73,80,,1000,New,Hello Beautiful Boutique Medspa,(919) 413-3330
http://www.availaesthetics.com/,http://www.availaesthetics.com/contact-us,Medical Aesthetics,"Raleigh, North Carolina",20,20,100,87,80,,1000,New,Avail Aesthetics - Raleigh,(919) 322-5440
https://www.lorenaluca.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,https://www.lorenaluca.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb/contact,Medical Aesthetics,"Raleigh, North Carolina",0,0,100,74,100,,1000,New,Lorena Luca MED + SPA - RALEIGH,(919) 977-0090
http://aesthetics-by-eileen.com/,http://aesthetics-by-eileen.com/,Medical Aesthetics,"Raleigh, North Carolina",75,75,0,89,40,"Revenue Audit on Standby. Est Leakage: $21,375/mo. Opportunity: A-Tier (High Value Rebuild).",21375,High Intel Ready,Aesthetics by Eileen,(919) 881-2100
http://www.availaesthetics.com/,http://www.availaesthetics.com/contact-us,Medical Aesthetics,"Raleigh, North Carolina",20,20,100,86,80,,1000,New,Avail Aesthetics - Wake Forest,(919) 322-5440
https://www.gattonimed.com/,https://www.gattonimed.com/,Medical Aesthetics,"Denver, Colorado",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $12,375/mo. Opportunity: B-Tier (Growth Opportunity).",12375,New,Denver Botox: GATTONI Medical Aesthetics,(720) 923-2200
http://www.rootmedaesthetics.com/,http://www.rootmedaesthetics.com/,Medical Aesthetics,"Denver, Colorado",65,65,0,50,0,"Revenue Audit on Standby. Est Leakage: $12,375/mo. Opportunity: B-Tier (Growth Opportunity).",12375,New,Root Medical Aesthetics,(520) 305-0338
https://www.ravalmd.com/gbp,https://www.ravalmd.com/gbp,Medical Aesthetics,"Denver, Colorado",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $12,375/mo. Opportunity: B-Tier (Growth Opportunity).",12375,New,Raval Facial Aesthetics,(303) 381-3223
https://tonemedspa.com/,https://tonemedspa.com/,Medical Aesthetics,"Denver, Colorado",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $12,375/mo. Opportunity: B-Tier (Growth Opportunity).",12375,New,Tone Medical Aesthetics,(720) 370-0503
http://www.luminousmedicalaesthetics.net/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13272981055682661674,http://www.luminousmedicalaesthetics.net/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13272981055682661674,Medical Aesthetics,"Denver, Colorado",65,65,0,50,0,"Revenue Audit on Standby. Est Leakage: $12,375/mo. Opportunity: B-Tier (Growth Opportunity).",12375,New,Luminous Medical Aesthetics,(303) 968-1219
https://www.essemedspa.com/,https://www.essemedspa.com/,Medical Aesthetics,"Denver, Colorado",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $12,375/mo. Opportunity: B-Tier (Growth Opportunity).",12375,New,ESSE Med Spa + PMU,(303) 900-8833
https://www.siliconvalleymedspa.com/,https://www.siliconvalleymedspa.com/,Medical Aesthetics,"Palo Alto, California",10,10,100,28,100,,4500,New,Silicon Valley Aesthetics,(877) 261-6729
https://ossaustin.com/,https://ossaustin.com/contact,Dental Implant Specialists,"Austin, Texas",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $19,800/mo. Opportunity: B-Tier (Growth Opportunity).",19800,New,Oral Surgery Specialists Of Austin,(512) 547-6852
https://regionalimplantcenters.com/,https://regionalimplantcenters.com/contact-us,Dental Implant Specialists,"Austin, Texas",10,10,100,19,100,,7200,New,Regional Implant Centers,(512) 599-0200
https://austinoralsurgery.com/,https://austinoralsurgery.com/,Dental Implant Specialists,"Austin, Texas",0,0,100,73,100,,1000,New,Austin Oral Surgery,(512) 454-6725
http://www.ncimplant.com/,http://www.ncimplant.com/,Dental Implant Specialists,"Raleigh, North Carolina",20,20,100,73,80,,1000,New,Nu Image Surgical & Dental Implant Center - Brier Creek,(984) 689-1882
https://www.implantcenterofmiami.com/,https://www.implantcenterofmiami.com/,Dental Implant Specialists,"Miami, Florida",10,10,100,25,100,,7200,New,Dental Implant Center of Miami,(786) 713-9290
https://www.drimplantexpert.com/,https://www.drimplantexpert.com/contact-us,Dental Implant Specialists,"Miami, Florida",0,0,100,84,100,,1000,New,Dr. Implant Miami,(305) 929-0212
https://www.yourdentalimplants.com/,https://www.yourdentalimplants.com/,Dental Implant Specialists,"Denver, Colorado",0,0,100,89,100,,1000,New,Altura Periodontics,(303) 695-0990
https://milehighdentalcenters.com/,https://milehighdentalcenters.com/,Dental Implant Specialists,"Denver, Colorado",25,25,100,83,60,,14400,New,Mile High Denture & Implant Centers- Englewood,(303) 794-0044
https://www.peakoms.com/,https://www.peakoms.com/,Dental Implant Specialists,"Denver, Colorado",0,0,100,77,100,,1000,New,Peak OMS and Dental Implant Center,(303) 232-5637
https://www.beverlyhillsimplants.com/,https://www.beverlyhillsimplants.com/,Dental Implant Specialists,"Beverly Hills, California",0,0,100,74,100,,1000,New,Beverly Hills Implant Center,(310) 424-7072
https://www.dentalimplantscenterbeverlyhills.com/,https://www.dentalimplantscenterbeverlyhills.com/,Dental Implant Specialists,"Beverly Hills, California",25,25,100,81,60,,14400,New,Dental Implants Center of Beverly Hills,(310) 683-4537
https://www.drjosephstandds.com/,https://www.drjosephstandds.com/contact-us,Dental Implant Specialists,"Beverly Hills, California",0,0,100,74,100,,1000,New,"Dr. Joseph Stan, DDS - Dental Implants Dentist Beverly Hills",(844) 469-7645
https://dentalimplantsofbeverlyhills.com/,https://dentalimplantsofbeverlyhills.com/contact,Dental Implant Specialists,"Beverly Hills, California",0,0,100,71,100,,1000,New,Dental Implants of Beverly Hills,(310) 734-1958
https://www.bhperiodontist.com/,https://www.bhperiodontist.com/contact-us,Dental Implant Specialists,"Beverly Hills, California",0,0,100,64,100,,1000,New,"Peiman Soleymani, DDS",(310) 275-4606
https://www.goodsamdentalimplants.com/,https://www.goodsamdentalimplants.com/,Dental Implant Specialists,"Palm Beach, Florida",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $19,800/mo. Opportunity: B-Tier (Growth Opportunity).",19800,New,Good Samaritan Dental Implant Institute,(561) 833-6880
https://www.clearchoice.com/locations/fl/west-palm-beach/400-s-australian-ave/?trans_id=wpbyextlisting&utm_source=yext&utm_medium=listing&utm_term=west-palm-beach&utm_campaign=yextlisting,https://www.clearchoice.com/locations/fl/west-palm-beach/400-s-australian-ave/?trans_id=wpbyextlisting&utm_source=yext&utm_medium=listing&utm_term=west-palm-beach&utm_campaign=yextlisting,Dental Implant Specialists,"Palm Beach, Florida",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $19,800/mo. Opportunity: B-Tier (Growth Opportunity).",19800,New,ClearChoice Dental Implant Center,(561) 459-3901
https://www.perio-implant.com/,https://www.perio-implant.com/,Dental Implant Specialists,"Palm Beach, Florida",45,45,0,50,0,"Revenue Audit on Standby. Est Leakage: $19,800/mo. Opportunity: B-Tier (Growth Opportunity).",19800,New,Florida Institute for Periodontics & Dental Implants,(561) 655-1700
https://myfloridaimplants.com/,https://myfloridaimplants.com/contact,Dental Implant Specialists,"Palm Beach, Florida",0,0,100,82,100,,1000,New,Florida Dental Implant Specialists,(561) 600-4747
https://www.hesolarllc.com/,https://www.hesolarllc.com/about,Solar Energy Installers,"Austin, Texas",25,25,100,76,60,,18000,New,HESOLAR,(512) 921-6763
https://8msolar.com/,https://8msolar.com/contact,Solar Energy Installers,"Raleigh, North Carolina",0,0,100,93,100,,1000,New,8MSolar,(919) 948-6474
https://luxsolarpro.com/miami/,https://luxsolarpro.com/miami/,Solar Energy Installers,"Miami, Florida",25,25,100,83,60,,18000,New,Lux Solar,(786) 761-8770
https://www.gogreenelectricinc.com/,https://www.gogreenelectricinc.com/contact,Solar Energy Installers,"Denver, Colorado",0,0,100,80,100,,1000,New,"Go Green Electric, Inc",(303) 731-5198
https://www.powerfullsolarinc.com/,https://www.powerfullsolarinc.com/,Solar Energy Installers,"Beverly Hills, California",0,0,100,54,100,,1000,New,"Powerfull Solar, Inc",(310) 304-4623
https://aws-solar.com/,https://aws-solar.com/,Solar Energy Installers,"Beverly Hills, California",0,0,100,79,100,,1000,New,AWS Solar,(818) 484-3264
https://www.greenenergysolar.net/west-palm-beach,https://www.greenenergysolar.net/west-palm-beach/contact,Solar Energy Installers,"Palm Beach, Florida",0,0,100,83,100,,1000,New,Green Energy Solar,(561) 461-0503
https://sunvena.com/?utm_source=google&utm_medium=gmb&utm_campaign=solar_panel_installer,https://sunvena.com/?utm_source=google&utm_medium=gmb&utm_campaign=solar_panel_installer/contact,Solar Energy Installers,"Palm Beach, Florida",0,0,100,86,100,,1000,New,SunVena Solar,(407) 553-9584
https://reventbuilds.com/,https://reventbuilds.com/contact,Luxury Home Remodelling,"Austin, Texas",0,0,100,81,100,,1000,New,Revent Builds,(512) 590-5223
https://hexagonconstructionfl.com/?gmb,https://hexagonconstructionfl.com/?gmb/connect,Luxury Home Remodelling,"Miami, Florida",35,35,100,5,60,,13500,New,Hexagon Construction & Home Remodeling Miami,(305) 725-0797
https://cohomedesign.com/,https://cohomedesign.com/,Luxury Home Remodelling,"Denver, Colorado",25,25,100,91,60,,9000,New,Colorado Homes and Design,(303) 500-0450
https://factordesignbuild.com/,https://factordesignbuild.com/,Luxury Home Remodelling,"Denver, Colorado",25,25,100,72,60,,9000,New,Factor Design Build,(303) 872-3482
https://platinum-homebuilders.com/,https://platinum-homebuilders.com/contact,Luxury Home Remodelling,"Beverly Hills, California",0,0,100,52,100,,1000,New,Platinum Home Builders,(888) 920-0793
https://www.luxuryhomeremodeling.com/,https://www.luxuryhomeremodeling.com/,Luxury Home Remodelling,"Beverly Hills, California",40,40,100,88,60,"Revenue Audit on Standby. Est Leakage: $9,000/mo. Opportunity: C-Tier (Low Priority).",9000,New,Luxury Home Remodeling,(408) 889-8115
http://www.castilloremodeling.com/contact-us/,http://www.castilloremodeling.com/contact-us/,Luxury Home Remodelling,"Palo Alto, California",20,20,100,70,80,,1000,New,Castillo Remodeling,(650) 781-6585
https://www.luxuryhomeremodeling.com/,https://www.luxuryhomeremodeling.com/,Luxury Home Remodelling,"Palo Alto, California",40,40,100,84,60,"Revenue Audit on Standby. Est Leakage: $9,000/mo. Opportunity: C-Tier (Low Priority).",9000,New,Luxury Home Remodeling,(408) 889-8115
https://stevecuryconstruction.com/,https://stevecuryconstruction.com/,Luxury Home Remodelling,"Palm Beach, Florida",25,25,100,89,60,,9000,New,Steve Cury Construction,(561) 207-6190
